soort;X;Y;taxon
Leontodon_saxatilis;1000;663;plant
Leontodon_saxatilis;993;602;plant
Leontodon_saxatilis;957;631;plant
Leontodon_saxatilis;939;612;plant
Leontodon_saxatilis;911;622;plant
Leontodon_saxatilis;814;607;plant
Leontodon_saxatilis;870;634;plant
Leontodon_saxatilis;861;670;plant
Leontodon_saxatilis;811;659;plant
Leontodon_saxatilis;808;628;plant
Leontodon_saxatilis;39;872;plant
Leontodon_saxatilis;80;875;plant
Leontodon_saxatilis;133;869;plant
Leontodon_saxatilis;130;868;plant
Leontodon_saxatilis;354;849;plant
Leontodon_saxatilis;370;835;plant
Leontodon_saxatilis;80;892;plant
Leontodon_saxatilis;321;833;plant
Leontodon_saxatilis;940;812;plant
Leontodon_saxatilis;1069;868;plant
Leontodon_saxatilis;1411;885;plant
Leontodon_saxatilis;1392;815;plant
Leontodon_saxatilis;1092;863;plant
Leontodon_saxatilis;1301;880;plant
Leontodon_saxatilis;1478;452;plant
Leontodon_saxatilis;1362;418;plant
Leontodon_saxatilis;1350;50;plant
Leontodon_saxatilis;1077;454;plant
Leontodon_saxatilis;1080;405;plant
Leontodon_saxatilis;1068;447;plant
Leontodon_saxatilis;1054;462;plant
Leontodon_saxatilis;1051;494;plant
Leontodon_saxatilis;1020;458;plant
Leontodon_saxatilis;1020;497;plant
Leontodon_saxatilis;917;458;plant
Leontodon_saxatilis;816;415;plant
Leontodon_saxatilis;1406;245;plant
Leontodon_saxatilis;1396;227;plant
Leontodon_saxatilis;1403;253;plant
Leontodon_saxatilis;1393;202;plant
Leontodon_saxatilis;1388;210;plant
Leontodon_saxatilis;1382;205;plant
Leontodon_saxatilis;1377;210;plant
Leontodon_saxatilis;458;273;plant
Leontodon_saxatilis;1500;350;plant
Leontodon_saxatilis;1495;353;plant
Leontodon_saxatilis;1467;353;plant
Leontodon_saxatilis;1454;318;plant
Leontodon_saxatilis;1370;360;plant
Leontodon_saxatilis;1290;385;plant
Leontodon_saxatilis;1430;285;plant
Leontodon_saxatilis;1320;278;plant
Leontodon_saxatilis;1300;220;plant
Leontodon_saxatilis;1137;250;plant
Leontodon_saxatilis;1050;219;plant
Leontodon_saxatilis;1004;270;plant
Leontodon_saxatilis;906;250;plant
Leontodon_saxatilis;822;230;plant
Leontodon_saxatilis;571;286;plant
Leontodon_saxatilis;553;288;plant
Leontodon_saxatilis;547;277;plant
Leontodon_saxatilis;368;220;plant
Leontodon_saxatilis;1416;390;plant
Leontodon_saxatilis;1254;380;plant
Leontodon_saxatilis;1242;335;plant
Leontodon_saxatilis;1230;340;plant
Leontodon_saxatilis;1215;385;plant
Leontodon_saxatilis;1185;362;plant
Leontodon_saxatilis;1134;390;plant
Leontodon_saxatilis;1080;375;plant
Leontodon_saxatilis;1006;323;plant
Leontodon_saxatilis;857;380;plant
Leontodon_saxatilis;757;362;plant
Leontodon_saxatilis;695;310;plant
Leontodon_saxatilis;973;782;plant
Leontodon_saxatilis;956;735;plant
Leontodon_saxatilis;931;780;plant
Leontodon_saxatilis;893;750;plant
Leontodon_saxatilis;888;800;plant
Leontodon_saxatilis;878;785;plant
Leontodon_saxatilis;865;732;plant
Leontodon_saxatilis;806;732;plant
Leontodon_saxatilis;806;731;plant
Leontodon_saxatilis;831;796;plant
Leontodon_saxatilis;729;763;plant
Leontodon_saxatilis;568;776;plant
Leontodon_saxatilis;1426;973;plant
Leontodon_saxatilis;1395;909;plant
Leontodon_saxatilis;1356;949;plant
Leontodon_saxatilis;1348;945;plant
Leontodon_saxatilis;1341;984;plant
Leontodon_saxatilis;1341;989;plant
Leontodon_saxatilis;1227;909;plant
Leontodon_saxatilis;1173;933;plant
Leontodon_saxatilis;1154;928;plant
Leontodon_saxatilis;1152;913;plant
Leontodon_saxatilis;1157;909;plant
Leontodon_saxatilis;1141;920;plant
Leontodon_saxatilis;1052;906;plant
Leontodon_saxatilis;1043;909;plant
Leontodon_saxatilis;1013;992;plant
Leontodon_saxatilis;1003;925;plant
Leontodon_saxatilis;1;510;plant
Leontodon_saxatilis;265;540;plant
Leontodon_saxatilis;280;507;plant
Leontodon_saxatilis;292;580;plant
Leontodon_saxatilis;299;576;plant
Leontodon_saxatilis;320;596;plant
Leontodon_saxatilis;320;549;plant
Leontodon_saxatilis;326;584;plant
Leontodon_saxatilis;328;581;plant
Leontodon_saxatilis;342;576;plant
Leontodon_saxatilis;347;579;plant
Leontodon_saxatilis;382;581;plant
Leontodon_saxatilis;384;600;plant
Leontodon_saxatilis;553;524;plant
Leontodon_saxatilis;464;600;plant
Leontodon_saxatilis;571;530;plant
Leontodon_saxatilis;752;522;plant
Leontodon_saxatilis;770;566;plant
Leontodon_saxatilis;775;509;plant
Leontodon_saxatilis;807;561;plant
Leontodon_saxatilis;816;586;plant
Leontodon_saxatilis;867;515;plant
Leontodon_saxatilis;876;525;plant
Leontodon_saxatilis;884;590;plant
Leontodon_saxatilis;885;520;plant
Leontodon_saxatilis;897;591;plant
Leontodon_saxatilis;939;541;plant
Leontodon_saxatilis;1;72;plant
Leontodon_saxatilis;38;58;plant
Leontodon_saxatilis;97;2;plant
Leontodon_saxatilis;128;96;plant
Leontodon_saxatilis;142;13;plant
Leontodon_saxatilis;194;21;plant
Leontodon_saxatilis;198;81;plant
Leontodon_saxatilis;200;60;plant
Leontodon_saxatilis;232;46;plant
Leontodon_saxatilis;226;56;plant
Leontodon_saxatilis;245;50;plant
Leontodon_saxatilis;256;97;plant
Leontodon_saxatilis;250;71;plant
Leontodon_saxatilis;244;108;plant
Leontodon_saxatilis;817;61;plant
Leontodon_saxatilis;827;27;plant
Leontodon_saxatilis;302;72;plant
Leontodon_saxatilis;559;109;plant
Leontodon_saxatilis;840;92;plant
Leontodon_saxatilis;599;62;plant
Leontodon_saxatilis;879;62;plant
Leontodon_saxatilis;1291;12;plant
Leontodon_saxatilis;1305;49;plant
Leontodon_saxatilis;1330;68;plant
Leontodon_saxatilis;1343;52;plant
Leontodon_saxatilis;1341;74;plant
Leontodon_saxatilis;1346;79;plant
Leontodon_saxatilis;1347;97;plant
Leontodon_saxatilis;1374;64;plant
Leontodon_saxatilis;1385;96;plant
Leontodon_saxatilis;1454;60;plant
Leontodon_saxatilis;1350;88;plant
Leontodon_saxatilis;1352;78;plant
Leontodon_saxatilis;1356;86;plant
Leontodon_saxatilis;1356;81;plant
Leontodon_saxatilis;1356;68;plant
Leontodon_saxatilis;1365;93;plant
Leontodon_saxatilis;1375;88;plant
Leontodon_saxatilis;1405;10;plant
Leontodon_saxatilis;1418;88;plant
Leontodon_saxatilis;1420;91;plant
Leontodon_saxatilis;1427;96;plant
Leontodon_saxatilis;1441;173;plant
Leontodon_saxatilis;1434;195;plant
Leontodon_saxatilis;1440;63;plant
Leontodon_saxatilis;1394;181;plant
Leontodon_saxatilis;1368;141;plant
Leontodon_saxatilis;1349;96;plant
Leontodon_saxatilis;1318;141;plant
Leontodon_saxatilis;1311;194;plant
Leontodon_saxatilis;1276;126;plant
Leontodon_saxatilis;1239;150;plant
Leontodon_saxatilis;1132;46;plant
Leontodon_saxatilis;918;178;plant
Leontodon_saxatilis;848;180;plant
Leontodon_saxatilis;0;40;plant
Leontodon_saxatilis;51;173;plant
Leontodon_saxatilis;130;161;plant
Leontodon_saxatilis;342;147;plant
Leontodon_saxatilis;472;151;plant
Leontodon_saxatilis;490;148;plant
Leontodon_saxatilis;558;102;plant
Leontodon_saxatilis;648;158;plant
Myrmica_sabuleti;1399;126;ant
Myrmica_sabuleti;1457;179;ant
Myrmica_sabuleti;1025;697;ant
Oenothera_sp.;41;18;plant
Oenothera_sp.;67;72;plant
Oenothera_sp.;304;106;plant
Oenothera_sp.;553;63;plant
Oenothera_sp.;308;44;plant
Oenothera_sp.;443;95;plant
Oenothera_sp.;444;19;plant
Oenothera_sp.;556;115;plant
Oenothera_sp.;556;118;plant
Oenothera_sp.;763;51;plant
Oenothera_sp.;805;110;plant
Oenothera_sp.;830;77;plant
Oenothera_sp.;855;50;plant
Oenothera_sp.;556;120;plant
Oenothera_sp.;605;104;plant
Oenothera_sp.;637;12;plant
Oenothera_sp.;781;34;plant
Oenothera_sp.;894;72;plant
Oenothera_sp.;983;12;plant
Oenothera_sp.;1110;93;plant
Oenothera_sp.;1309;11;plant
Oenothera_sp.;1358;50;plant
Oenothera_sp.;1248;190;plant
Oenothera_sp.;1200;171;plant
Oenothera_sp.;855;170;plant
Oenothera_sp.;833;167;plant
Oenothera_sp.;116;111;plant
Oenothera_sp.;181;176;plant
Oenothera_sp.;255;200;plant
Oenothera_sp.;298;100;plant
Oenothera_sp.;340;142;plant
Oenothera_sp.;340;193;plant
Oenothera_sp.;550;103;plant
Oenothera_sp.;551;110;plant
Oenothera_sp.;553;111;plant
Oenothera_sp.;573;125;plant
Oenothera_sp.;609;104;plant
Oenothera_sp.;798;200;plant
Oenothera_sp.;458;500;plant
Oenothera_sp.;1406;578;plant
Oenothera_sp.;1413;586;plant
Oenothera_sp.;1413;525;plant
Oenothera_sp.;1411;520;plant
Oenothera_sp.;1398;585;plant
Oenothera_sp.;1394;585;plant
Oenothera_sp.;4;500;plant
Oenothera_sp.;179;419;plant
Oenothera_sp.;254;460;plant
Oenothera_sp.;53;384;plant
Oenothera_sp.;60;381;plant
Oenothera_sp.;83;394;plant
Oenothera_sp.;89;390;plant
Oenothera_sp.;744;463;plant
Oenothera_sp.;799;500;plant
Oenothera_sp.;739;500;plant
Oenothera_sp.;310;993;plant
Oenothera_sp.;670;412;plant
Oenothera_sp.;77;944;plant
Oenothera_sp.;104;979;plant
Oenothera_sp.;135;972;plant
Oenothera_sp.;264;984;plant
Oenothera_sp.;786;951;plant
Oenothera_sp.;871;945;plant
Oenothera_sp.;898;935;plant
Oenothera_sp.;934;915;plant
Oenothera_sp.;2;709;plant
Oenothera_sp.;14;790;plant
Oenothera_sp.;112;736;plant
Oenothera_sp.;36;210;plant
Oenothera_sp.;131;278;plant
Oenothera_sp.;252;205;plant
Oenothera_sp.;312;229;plant
Oenothera_sp.;341;200;plant
Oenothera_sp.;1436;642;plant
Oenothera_sp.;1388;609;plant
Oenothera_sp.;1341;654;plant
Oenothera_sp.;1271;686;plant
Oenothera_sp.;1192;662;plant
Oenothera_sp.;1094;644;plant
Oenothera_sp.;1084;671;plant
Oenothera_sp.;1053;631;plant
Oenothera_sp.;953;696;plant
Oenothera_sp.;852;634;plant
Oenothera_sp.;809;600;plant
Oenothera_sp.;90;855;plant
Oenothera_sp.;373;842;plant
Oenothera_sp.;377;848;plant
Oenothera_sp.;380;838;plant
Oenothera_sp.;389;838;plant
Oenothera_sp.;1105;808;plant
Oenothera_sp.;1117;815;plant
Oenothera_sp.;1073;807;plant
Oenothera_sp.;1193;824;plant
Oenothera_sp.;1343;900;plant
Oenothera_sp.;1475;811;plant
Oenothera_sp.;1393;460;plant
Oenothera_sp.;1260;500;plant
Oenothera_sp.;1162;495;plant
Oenothera_sp.;1067;442;plant
Oenothera_sp.;1012;500;plant
Oenothera_sp.;1011;500;plant
Oenothera_sp.;942;430;plant
Oenothera_sp.;921;500;plant
Oenothera_sp.;770;460;plant
Oenothera_sp.;763;458;plant
Oenothera_sp.;759;453;plant
Oenothera_sp.;741;405;plant
Oenothera_sp.;746;465;plant
Oenothera_sp.;745;468;plant
Oenothera_sp.;1290;295;plant
Oenothera_sp.;1280;289;plant
Oenothera_sp.;1250;287;plant
Oenothera_sp.;1034;272;plant
Oenothera_sp.;820;207;plant
Oenothera_sp.;752;256;plant
Oenothera_sp.;725;264;plant
Oenothera_sp.;685;267;plant
Oenothera_sp.;1357;390;plant
Oenothera_sp.;1270;337;plant
Oenothera_sp.;1196;342;plant
Oenothera_sp.;1035;345;plant
Oenothera_sp.;1017;382;plant
Oenothera_sp.;842;312;plant
Oenothera_sp.;825;303;plant
Oenothera_sp.;825;313;plant
Oenothera_sp.;738;348;plant
Oenothera_sp.;704;317;plant
Oenothera_sp.;670;400;plant
Oenothera_sp.;816;362;plant
Oenothera_sp.;816;376;plant
Oenothera_sp.;808;315;plant
Oenothera_sp.;712;340;plant
Oenothera_sp.;705;321;plant
Oenothera_sp.;734;361;plant
Oenothera_sp.;773;302;plant
Oenothera_sp.;871;753;plant
Oenothera_sp.;847;803;plant
Oenothera_sp.;793;792;plant
Oenothera_sp.;1499;925;plant
Oenothera_sp.;1313;920;plant
Oenothera_sp.;966;998;plant
Oenothera_sp.;1269;925;plant
Oenothera_sp.;1247;979;plant
Oenothera_sp.;1252;988;plant
Oenothera_sp.;1239;977;plant
Oenothera_sp.;1203;943;plant
Oenothera_sp.;1136;953;plant
Oenothera_sp.;1133;958;plant
Oenothera_sp.;964;1000;plant
Oenothera_sp.;1178;908;plant
Oenothera_sp.;1180;973;plant
Oenothera_sp.;1157;970;plant
Oenothera_sp.;1099;948;plant
Oenothera_sp.;1014;909;plant
Oenothera_sp.;995;979;plant
Oenothera_sp.;152;597;plant
Oenothera_sp.;203;560;plant
Oenothera_sp.;297;576;plant
Oenothera_sp.;341;528;plant
Oenothera_sp.;359;569;plant
Oenothera_sp.;637;531;plant
Oenothera_sp.;660;507;plant
Oenothera_sp.;675;580;plant
Oenothera_sp.;815;504;plant
Oenothera_sp.;815;595;plant
Oenothera_sp.;821;508;plant
Oenothera_sp.;840;510;plant
Oenothera_sp.;854;516;plant
Oenothera_sp.;897;520;plant
Oenothera_sp.;910;572;plant
Oenothera_sp.;910;523;plant
Oenothera_sp.;912;528;plant
Oenothera_sp.;935;530;plant
Oenothera_sp.;965;542;plant
Oenothera_sp.;116;111;plant
Oenothera_sp.;181;176;plant
Oenothera_sp.;255;200;plant
Oenothera_sp.;298;100;plant
Oenothera_sp.;340;142;plant
Oenothera_sp.;340;193;plant
Oenothera_sp.;550;103;plant
Oenothera_sp.;551;110;plant
Oenothera_sp.;553;111;plant
Oenothera_sp.;573;125;plant
Oenothera_sp.;609;104;plant
Oenothera_sp.;798;200;plant
Oenothera_sp._dood;13;991;plant
Oenothera_sp._dood;265;742;plant
Oenothera_sp._dood;299;292;plant
Oenothera_sp._dood;175;281;plant
Oenothera_sp._dood;39;159;plant
Oenothera_sp._dood;342;171;plant
Oenothera_sp._dood;6;344;plant
Oenothera_sp._dood;169;356;plant
Oenothera_sp._dood;137;985;plant
Oenothera_sp._dood;156;993;plant
Oenothera_sp._dood;320;940;plant
Oenothera_sp._dood;560;1000;plant
Oenothera_sp._dood;1198;630;plant
Oenothera_sp._dood;12;800;plant
Oenothera_sp._dood;919;838;plant
Oenothera_sp._dood;1446;490;plant
Oenothera_sp._dood;1198;547;plant
Oenothera_sp._dood;1410;265;plant
Oenothera_sp._dood;836;339;plant
Oenothera_sp._dood;825;325;plant
Oenothera_sp._dood;975;958;plant
Oenothera_sp._dood;366;583;plant
Oenothera_sp._dood;496;600;plant
Oenothera_sp._dood;793;517;plant
Oenothera_sp._dood;39;159;plant
Oenothera_sp._dood;342;171;plant
Oenothera_sp._dood;45;402;plant
Oenothera_sp._dood;252;453;plant
Oenothera_sp._dood;254;448;plant
Oenothera_sp._dood;380;475;plant
Sedum_acre;1065;506;plant
Sedum_acre;1079;858;plant
Senecio_inaequidens;28;68;plant
Senecio_inaequidens;154;92;plant
Senecio_inaequidens;273;20;plant
Senecio_inaequidens;277;28;plant
Senecio_inaequidens;303;27;plant
Senecio_inaequidens;336;35;plant
Senecio_inaequidens;348;99;plant
Senecio_inaequidens;496;93;plant
Senecio_inaequidens;631;11;plant
Senecio_inaequidens;772;69;plant
Senecio_inaequidens;764;112;plant
Senecio_inaequidens;924;116;plant
Senecio_inaequidens;940;78;plant
Senecio_inaequidens;1250;72;plant
Senecio_inaequidens;1402;93;plant
Senecio_inaequidens;1416;1;plant
Senecio_inaequidens;1453;58;plant
Senecio_inaequidens;1457;46;plant
Senecio_inaequidens;1404;196;plant
Senecio_inaequidens;1375;169;plant
Senecio_inaequidens;1366;121;plant
Senecio_inaequidens;1322;126;plant
Senecio_inaequidens;1258;132;plant
Senecio_inaequidens;1250;129;plant
Senecio_inaequidens;1244;137;plant
Senecio_inaequidens;1255;166;plant
Senecio_inaequidens;1254;171;plant
Senecio_inaequidens;1224;141;plant
Senecio_inaequidens;1227;186;plant
Senecio_inaequidens;1073;149;plant
Senecio_inaequidens;1019;131;plant
Senecio_inaequidens;1009;270;plant
Senecio_inaequidens;866;107;plant
Senecio_inaequidens;29;140;plant
Senecio_inaequidens;119;149;plant
Senecio_inaequidens;191;119;plant
Senecio_inaequidens;278;180;plant
Senecio_inaequidens;298;179;plant
Senecio_inaequidens;327;168;plant
Senecio_inaequidens;360;195;plant
Senecio_inaequidens;678;139;plant
Senecio_inaequidens;718;200;plant
Senecio_inaequidens;471;460;plant
Senecio_inaequidens;542;496;plant
Senecio_inaequidens;548;442;plant
Senecio_inaequidens;559;419;plant
Senecio_inaequidens;566;430;plant
Senecio_inaequidens;566;500;plant
Senecio_inaequidens;572;414;plant
Senecio_inaequidens;585;427;plant
Senecio_inaequidens;1438;590;plant
Senecio_inaequidens;1419;532;plant
Senecio_inaequidens;1405;520;plant
Senecio_inaequidens;38;430;plant
Senecio_inaequidens;61;500;plant
Senecio_inaequidens;67;439;plant
Senecio_inaequidens;86;490;plant
Senecio_inaequidens;106;444;plant
Senecio_inaequidens;130;488;plant
Senecio_inaequidens;155;469;plant
Senecio_inaequidens;155;484;plant
Senecio_inaequidens;148;489;plant
Senecio_inaequidens;162;417;plant
Senecio_inaequidens;237;479;plant
Senecio_inaequidens;284;415;plant
Senecio_inaequidens;306;476;plant
Senecio_inaequidens;322;478;plant
Senecio_inaequidens;370;473;plant
Senecio_inaequidens;391;426;plant
Senecio_inaequidens;392;475;plant
Senecio_inaequidens;447;401;plant
Senecio_inaequidens;31;358;plant
Senecio_inaequidens;52;375;plant
Senecio_inaequidens;124;348;plant
Senecio_inaequidens;151;336;plant
Senecio_inaequidens;159;343;plant
Senecio_inaequidens;172;366;plant
Senecio_inaequidens;156;385;plant
Senecio_inaequidens;281;341;plant
Senecio_inaequidens;342;304;plant
Senecio_inaequidens;361;328;plant
Senecio_inaequidens;521;333;plant
Senecio_inaequidens;551;379;plant
Senecio_inaequidens;563;342;plant
Senecio_inaequidens;621;318;plant
Senecio_inaequidens;52;730;plant
Senecio_inaequidens;75;762;plant
Senecio_inaequidens;106;745;plant
Senecio_inaequidens;158;723;plant
Senecio_inaequidens;112;727;plant
Senecio_inaequidens;226;725;plant
Senecio_inaequidens;258;791;plant
Senecio_inaequidens;259;721;plant
Senecio_inaequidens;355;797;plant
Senecio_inaequidens;368;734;plant
Senecio_inaequidens;374;739;plant
Senecio_inaequidens;376;781;plant
Senecio_inaequidens;417;741;plant
Senecio_inaequidens;414;781;plant
Senecio_inaequidens;468;750;plant
Senecio_inaequidens;47;294;plant
Senecio_inaequidens;94;283;plant
Senecio_inaequidens;177;229;plant
Senecio_inaequidens;231;241;plant
Senecio_inaequidens;234;261;plant
Senecio_inaequidens;321;258;plant
Senecio_inaequidens;1414;680;plant
Senecio_inaequidens;1333;664;plant
Senecio_inaequidens;1249;626;plant
Senecio_inaequidens;1198;631;plant
Senecio_inaequidens;1155;636;plant
Senecio_inaequidens;1098;666;plant
Senecio_inaequidens;1077;658;plant
Senecio_inaequidens;1068;697;plant
Senecio_inaequidens;1072;631;plant
Senecio_inaequidens;990;662;plant
Senecio_inaequidens;742;606;plant
Senecio_inaequidens;937;700;plant
Senecio_inaequidens;897;689;plant
Senecio_inaequidens;772;680;plant
Senecio_inaequidens;754;662;plant
Senecio_inaequidens;681;700;plant
Senecio_inaequidens;80;843;plant
Senecio_inaequidens;53;835;plant
Senecio_inaequidens;110;802;plant
Senecio_inaequidens;127;845;plant
Senecio_inaequidens;190;825;plant
Senecio_inaequidens;292;899;plant
Senecio_inaequidens;318;808;plant
Senecio_inaequidens;329;844;plant
Senecio_inaequidens;384;878;plant
Senecio_inaequidens;390;862;plant
Senecio_inaequidens;473;888;plant
Senecio_inaequidens;490;857;plant
Senecio_inaequidens;490;869;plant
Senecio_inaequidens;304;830;plant
Senecio_inaequidens;514;843;plant
Senecio_inaequidens;323;841;plant
Senecio_inaequidens;328;869;plant
Senecio_inaequidens;550;877;plant
Senecio_inaequidens;605;812;plant
Senecio_inaequidens;607;882;plant
Senecio_inaequidens;612;834;plant
Senecio_inaequidens;632;821;plant
Senecio_inaequidens;651;874;plant
Senecio_inaequidens;729;841;plant
Senecio_inaequidens;731;895;plant
Senecio_inaequidens;782;865;plant
Senecio_inaequidens;783;882;plant
Senecio_inaequidens;802;874;plant
Senecio_inaequidens;803;829;plant
Senecio_inaequidens;842;819;plant
Senecio_inaequidens;853;880;plant
Senecio_inaequidens;919;835;plant
Senecio_inaequidens;953;829;plant
Senecio_inaequidens;953;836;plant
Senecio_inaequidens;1128;834;plant
Senecio_inaequidens;1197;843;plant
Senecio_inaequidens;1339;815;plant
Senecio_inaequidens;1376;882;plant
Senecio_inaequidens;1388;893;plant
Senecio_inaequidens;1387;863;plant
Senecio_inaequidens;1500;500;plant
Senecio_inaequidens;1500;461;plant
Senecio_inaequidens;1488;433;plant
Senecio_inaequidens;1444;490;plant
Senecio_inaequidens;1426;448;plant
Senecio_inaequidens;1420;440;plant
Senecio_inaequidens;1415;484;plant
Senecio_inaequidens;1412;486;plant
Senecio_inaequidens;1405;483;plant
Senecio_inaequidens;1386;472;plant
Senecio_inaequidens;1385;492;plant
Senecio_inaequidens;1373;492;plant
Senecio_inaequidens;1371;402;plant
Senecio_inaequidens;1328;461;plant
Senecio_inaequidens;1306;460;plant
Senecio_inaequidens;1336;495;plant
Senecio_inaequidens;1152;498;plant
Senecio_inaequidens;1133;460;plant
Senecio_inaequidens;1125;465;plant
Senecio_inaequidens;1026;500;plant
Senecio_inaequidens;1021;405;plant
Senecio_inaequidens;972;417;plant
Senecio_inaequidens;973;454;plant
Senecio_inaequidens;916;411;plant
Senecio_inaequidens;913;466;plant
Senecio_inaequidens;843;415;plant
Senecio_inaequidens;838;483;plant
Senecio_inaequidens;797;409;plant
Senecio_inaequidens;799;460;plant
Senecio_inaequidens;781;471;plant
Senecio_inaequidens;781;414;plant
Senecio_inaequidens;710;475;plant
Senecio_inaequidens;695;422;plant
Senecio_inaequidens;606;500;plant
Senecio_inaequidens;1062;725;plant
Senecio_inaequidens;1030;800;plant
Senecio_inaequidens;902;701;plant
Senecio_inaequidens;894;710;plant
Senecio_inaequidens;850;749;plant
Senecio_inaequidens;755;801;plant
Senecio_inaequidens;760;722;plant
Senecio_inaequidens;763;733;plant
Senecio_inaequidens;726;740;plant
Senecio_inaequidens;684;711;plant
Senecio_inaequidens;589;738;plant
Senecio_inaequidens;587;790;plant
Senecio_inaequidens;565;763;plant
Senecio_inaequidens;564;768;plant
Senecio_inaequidens;553;795;plant
Senecio_inaequidens;537;703;plant
Senecio_inaequidens;534;754;plant
Senecio_inaequidens;529;724;plant
Senecio_inaequidens;1445;943;plant
Senecio_inaequidens;1423;957;plant
Senecio_inaequidens;1385;904;plant
Senecio_inaequidens;1383;950;plant
Senecio_inaequidens;1372;922;plant
Senecio_inaequidens;1295;987;plant
Senecio_inaequidens;1019;912;plant
Senecio_inaequidens;999;932;plant
Senecio_inaequidens;994;939;plant
Senecio_inaequidens;961;924;plant
Senecio_inaequidens;52;557;plant
Senecio_inaequidens;81;552;plant
Senecio_inaequidens;102;528;plant
Senecio_inaequidens;115;553;plant
Senecio_inaequidens;118;580;plant
Senecio_inaequidens;150;543;plant
Senecio_inaequidens;151;591;plant
Senecio_inaequidens;233;568;plant
Senecio_inaequidens;236;593;plant
Senecio_inaequidens;301;555;plant
Senecio_inaequidens;334;599;plant
Senecio_inaequidens;333;510;plant
Senecio_inaequidens;375;594;plant
Senecio_inaequidens;405;613;plant
Senecio_inaequidens;443;600;plant
Senecio_inaequidens;456;532;plant
Senecio_inaequidens;483;563;plant
Senecio_inaequidens;485;556;plant
Senecio_inaequidens;493;558;plant
Senecio_inaequidens;508;566;plant
Senecio_inaequidens;513;568;plant
Senecio_inaequidens;584;538;plant
Senecio_inaequidens;579;593;plant
Senecio_inaequidens;596;600;plant
Senecio_inaequidens;607;523;plant
Senecio_inaequidens;621;542;plant
Senecio_inaequidens;644;592;plant
Senecio_inaequidens;648;593;plant
Senecio_inaequidens;688;524;plant
Senecio_inaequidens;720;591;plant
Senecio_inaequidens;793;503;plant
Senecio_inaequidens;896;595;plant
Senecio_inaequidens;911;578;plant
Senecio_inaequidens;909;574;plant
Senecio_inaequidens;119;149;plant
Senecio_inaequidens;191;119;plant
Senecio_inaequidens;278;180;plant
Senecio_inaequidens;298;179;plant
Senecio_inaequidens;327;168;plant
Senecio_inaequidens;360;195;plant
Senecio_inaequidens;678;139;plant
Senecio_inaequidens;718;200;plant
Senecio_jacobea;15;302;plant
Senecio_jacobea;13;324;plant
Senecio_jacobea;20;354;plant
Senecio_jacobea;243;307;plant
Senecio_jacobea;270;366;plant
Senecio_jacobea;156;224;plant
Senecio_jacobea;1139;423;plant
Senecio_jacobea;927;448;plant
Senecio_jacobea;796;760;plant
Senecio_jacobea;164;539;plant
Senecio_jacobea;233;550;plant
Senecio_jacobea;235;550;plant
Senecio_jacobea;750;576;plant
Senecio_jacobea;780;567;plant
Senecio_jacobea;29;140;plant
Tetramorium_caespitum;623;922;ant
Tetramorium_caespitum;748;950;ant
Tetramorium_caespitum;913;905;ant
Tetramorium_caespitum;12;20;ant
Tetramorium_caespitum;66;67;ant
Tetramorium_caespitum;88;82;ant
Tetramorium_caespitum;96;8;ant
Tetramorium_caespitum;107;20;ant
Tetramorium_caespitum;171;18;ant
Tetramorium_caespitum;232;46;ant
Tetramorium_caespitum;290;14;ant
Tetramorium_caespitum;330;626;ant
Tetramorium_caespitum;514;88;ant
Tetramorium_caespitum;819;60;ant
Tetramorium_caespitum;1410;98;ant
Tetramorium_caespitum;310;51;ant
Tetramorium_caespitum;1405;100;ant
Tetramorium_caespitum;471;184;ant
Tetramorium_caespitum;432;163;ant
Tetramorium_caespitum;398;116;ant
Tetramorium_caespitum;380;209;ant
Tetramorium_caespitum;172;175;ant
Tetramorium_caespitum;121;150;ant
Tetramorium_caespitum;2;174;ant
Tetramorium_caespitum;115;110;ant
Tetramorium_caespitum;458;566;ant
Tetramorium_caespitum;518;432;ant
Tetramorium_caespitum;525;450;ant
Tetramorium_caespitum;530;500;ant
Tetramorium_caespitum;1417;517;ant
Tetramorium_caespitum;1394;543;ant
Tetramorium_caespitum;106;444;ant
Tetramorium_caespitum;126;448;ant
Tetramorium_caespitum;237;479;ant
Tetramorium_caespitum;284;415;ant
Tetramorium_caespitum;319;474;ant
Tetramorium_caespitum;337;415;ant
Tetramorium_caespitum;380;475;ant
Tetramorium_caespitum;390;433;ant
Tetramorium_caespitum;419;406;ant
Tetramorium_caespitum;426;489;ant
Tetramorium_caespitum;444;423;ant
Tetramorium_caespitum;181;304;ant
Tetramorium_caespitum;337;339;ant
Tetramorium_caespitum;272;363;ant
Tetramorium_caespitum;551;379;ant
Tetramorium_caespitum;295;369;ant
Tetramorium_caespitum;575;345;ant
Tetramorium_caespitum;355;353;ant
Tetramorium_caespitum;54;208;ant
Tetramorium_caespitum;47;294;ant
Tetramorium_caespitum;25;246;ant
Tetramorium_caespitum;232;300;ant
Tetramorium_caespitum;1463;536;ant
Tetramorium_caespitum;1452;523;ant
Tetramorium_caespitum;182;228;ant
Tetramorium_caespitum;273;299;ant
Tetramorium_caespitum;212;288;ant
Tetramorium_caespitum;323;247;ant
Tetramorium_caespitum;1494;684;ant
Tetramorium_caespitum;1292;656;ant
Tetramorium_caespitum;1249;626;ant
Tetramorium_caespitum;1198;631;ant
Tetramorium_caespitum;1088;694;ant
Tetramorium_caespitum;1077;658;ant
